video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed
10L1hZ9qa58,2017-11-14,StylishStarAlluArjunChaySamWeddingReceptionTFPC,TFPC,24,2017-11-12 15:48,nagachaitanya|samantha|chaysam|nagarjuna|tfpc,473988,2011,243,149,https://i.ytimg.com/vi/10L1hZ9qa58/default.jpg,0,0,0
kJzGH0PVQHQ,2017-11-14,whySamanthabecameEMOTIONALSamanthanagachaithanyamarriageReceptionFilmylooks,Filmylooks,24,2017-11-13 01:14,Filmylooks,464015,492,293,66,https://i.ytimg.com/vi/kJzGH0PVQHQ/default.jpg,0,0,0
KObFEYCaRx8,2017-11-14,ChiranjeeviinNagaChaitanyaSamanthaReceptionChaitanyaSamanthaAkkineniNagVenkatesh,Top Telugu Media,24,2017-11-13 04:42,Nag|Venkatesh|Samantha|Nagarjuna|#ChaiSam|reception,118223,520,53,23,https://i.ytimg.com/vi/KObFEYCaRx8/default.jpg,0,0,0
4du1KXBl4YU,2017-11-14,MehjabiRevealsHinaKhanDirtyPoliticsExclusiveInterviewBiggBoss11,TellyMasala,24,2017-11-12 17:30,Tellymasala|Mehjabi|siddiqui,632747,4330,2183,2869,https://i.ytimg.com/vi/4du1KXBl4YU/default.jpg,0,0,0
CLl1RbxDRAs,2017-11-14,MeriSettingKarwadoPrankBakchodikiHaddTSTcommentTrolling,TroubleSeekerTeam,23,2017-11-12 13:16,love|friendship|dost|relationship|pranks|funny|TroubleSeekerTeam|comedy,209599,14070,448,1105,https://i.ytimg.com/vi/CLl1RbxDRAs/default.jpg,0,0,0
1ZAPwfrtAFY,2017-11-14,TheTrumpPresidencyLastWeekTonightwithJohnOliverHBO,LastWeekTonight,24,2017-11-13 07:30,,2418783,97187,6146,12703,https://i.ytimg.com/vi/1ZAPwfrtAFY/default.jpg,0,0,0
ZIHhuwvT7R0,2017-11-14,AsliFighterOkkaAmmayiThappa2017NEWFullHindiDubbedMovieSundeepKishanNithyaMenen,RKD Digital,24,2017-11-11 19:24,,2294242,14960,1361,913,https://i.ytimg.com/vi/ZIHhuwvT7R0/default.jpg,0,0,0
Mqfh8_Uk1eM,2017-11-14,SudigaaliSudheerPerformanceExtraJabardasth10thNovember2017ETVTelugu,ETV Jabardasth,22,2017-11-10 20:38,super2|jabardasth|etv20|roja|rashmi|dhanraj|chandra|venu|chanti|raghava,1956925,9504,938,956,https://i.ytimg.com/vi/Mqfh8_Uk1eM/default.jpg,0,0,0
1kuJkA9usqg,2017-11-14,DeivamagalEpisode1387131117,VikatanTV,24,2017-11-13 15:00,deivamagal|VikatanTV|devamagal|deviamagal|deivamahal|devaimagal|divamagal,387221,2159,1214,711,https://i.ytimg.com/vi/1kuJkA9usqg/default.jpg,0,0,0
0SMKG3SRGzQ,2017-11-14,Ranahungamaat#ChaySamWeddingReceptionTV9,TV9 Telugu,19,2017-11-12 16:08,,176472,588,52,23,https://i.ytimg.com/vi/0SMKG3SRGzQ/default.jpg,0,0,0
znOC3IU0dF8,2017-11-14,HeroTarunat#ChaySamWeddingReceptionSamantha&NagaChaitanyaReceptionVideosNewsMantra,News Mantra,24,2017-11-13 06:03,Samantha|Nagarjuna|#ChaiSam,55178,45,94,15,https://i.ytimg.com/vi/znOC3IU0dF8/default.jpg,0,0,0
MF9ovM9y0PE,2017-11-14,PunyalanPrivateLimitedOfficialTeaser2JayasuryaRanjithSankarAjuVarghese,DREAMS N BEYOND,1,2017-11-12 04:30,dreamsnbeyond|jayasurya|dq|new,249423,7861,68,364,https://i.ytimg.com/vi/MF9ovM9y0PE/default.jpg,0,0,0
EJVvdjDGnak,2017-11-14,NagarjunaFunnyCommentsonSamanthaDressNagaChaitanySamanthaAkkineniWeddingReception2017,Top Telugu TV,24,2017-11-13 07:26,samantha|dress|nagarjuna|funny|#chaisam,256199,318,123,35,https://i.ytimg.com/vi/EJVvdjDGnak/default.jpg,0,0,0
Ukjn7A9L7vY,2017-11-14,SDIAnnualIjtema2017FinalDayForBrothers,SDI Channel,27,2017-11-12 19:26,sdi|islam|preacher|sunni,137438,3926,249,131,https://i.ytimg.com/vi/Ukjn7A9L7vY/default.jpg,0,0,0
vMLs3kIuhzA,2017-11-14,DivyaAgarwalAnnouncesOfficialBREAKUPWithPriyankSharmaExclusive,Lehren Small Screen,24,2017-11-11 09:13,,655660,8505,868,1361,https://i.ytimg.com/vi/vMLs3kIuhzA/default.jpg,0,0,0
P-pycrmifwU,2017-11-14,NaturalStarNaniREALBehaviourShocksYouNagaChaitanyaandSamanthaReceptionVideoNewsQube,NewsQube,24,2017-11-13 06:57,newsqube|,423009,1514,347,118,https://i.ytimg.com/vi/P-pycrmifwU/default.jpg,0,0,0
q3eBCWAwVpo,2017-11-14,Brahmanandam#ChaySamWeddingReceptionNagaChaitanyaSamanthaAkkineniReception,NTV Telugu,25,2017-11-12 14:31,Samantha|Nagarjuna|#ChaiSam|ntv,75834,160,15,9,https://i.ytimg.com/vi/q3eBCWAwVpo/default.jpg,0,0,0
q0-SCcsuSSs,2017-11-14,AkkineniNagarjunaResponseOnAnnapurnaStudiosFireMishapManamMovieHouseSettingFirediNews,I News,25,2017-11-13 15:30,,23932,0,0,7,https://i.ytimg.com/vi/q0-SCcsuSSs/default.jpg,0,1,0
UTVFNrRwL1o,2017-11-14,IndianCricketersWithHOTGirlfriends&WivesViratAnushkaDhoniSakshiZaheerSagarika,BiscootTV,24,2017-11-11 19:12,,692359,2523,618,194,https://i.ytimg.com/vi/UTVFNrRwL1o/default.jpg,0,0,0
hDUel4MX-Fw,2017-11-14,13November2017TheHinduEditorialNewsPaperAnalysisUPSCSSCIBPSCurrentaffairs,Study IQ education,27,2017-11-13 03:12,november|current|affairs|studyiq|study|iq|best|gk|general|knowledge|static|upsc|ssc|cgl|chsl|lic|ldc|mts|ibps|po|clerk|sbi|up|pcs|psc|mp|andhra|telangana|2017|2018|2019|2020|clat|bba|exam|exams|top|read|for|to|on|at|from|hindi|english|issue|debate|discussion|uppsc|uppcs|mppsc|cgpsc|tpsc|tspsc|appsc|mpsc|ras|rpsc|reet|jssc|steno|the,47352,2240,31,543,https://i.ytimg.com/vi/hDUel4MX-Fw/default.jpg,0,0,0
y6YY8-k9Cwg,2017-11-14,7DAILYHABITSOFSELFMADEMILLIONAIRESHINDI,SeeKen,27,2017-11-12 06:46,rich|millionaire|habits|hindi|urdu|of|millionaires|billionaires|behaviour|secrets|brian|tracy|book|summary|responsibility|relations|speed,103239,7191,91,746,https://i.ytimg.com/vi/y6YY8-k9Cwg/default.jpg,0,0,0
XjF2n3NaoSk,2017-11-14,KonchemTouchLoUnteCheptaSeason3RajasekharandhisFamilyPromoPradeepMachiraju,Pradeep Machiraju,22,2017-11-10 05:04,Navdeep,1025941,6019,234,280,https://i.ytimg.com/vi/XjF2n3NaoSk/default.jpg,0,0,0
RWTutjJA1I4,2017-11-14,ElephanthitmaninFacebooklive,Manorama News,25,2017-11-13 04:45,News|Politics|Kerala|youtube|idukki|elephant,93662,33,5,10,https://i.ytimg.com/vi/RWTutjJA1I4/default.jpg,0,0,0
gWZwfjfgwGs,2017-11-14,IndrajithOfficialTrailerGauthamKarthikAshritaShettySonarikaKPKalaaprabhu,Think Music India,10,2017-11-10 13:28,Indrajith|Indrajit,544102,13384,438,409,https://i.ytimg.com/vi/gWZwfjfgwGs/default.jpg,0,0,0
7BUEKSFwk7Q,2017-11-14,MissionIAS201813November2017TheHinduDailyEditorialDiscussion,only ias,27,2017-11-13 03:13,,23114,0,0,0,https://i.ytimg.com/vi/7BUEKSFwk7Q/default.jpg,1,1,0
EU-y4Y7khJU,2017-11-14,BithiriSathiTurnsBrandAmbassadorForChickenTeenmaarNewsV6News,V6 News Telugu,25,2017-11-11 16:20,egg|protein|fat,357019,2487,219,326,https://i.ytimg.com/vi/EU-y4Y7khJU/default.jpg,0,0,0
tA-cUlv-3Z8,2017-11-14,11112017KelvikkennaBathilExclusiveInterviewwithFormerFinanceMinisterP.Chidambaram,Thanthi TV,25,2017-11-11 16:57,Thanthi|Congress|BJP|NEET|AIADMK|Corruption|GST|Demonetization,202926,2057,244,896,https://i.ytimg.com/vi/tA-cUlv-3Z8/default.jpg,0,0,0
SVc0gV3pWC0,2017-11-14,HaqSeQaribQaribSingllefeaturingIrrfanKhan.,Zakir Khan,22,2017-11-09 10:28,Trailer|Funny|Interview|bollywood|sakhtlaunda|sakht|zakirkhan|irfankhan,1353040,53866,1111,2232,https://i.ytimg.com/vi/SVc0gV3pWC0/default.jpg,0,0,0
r0wnuv1X1Z0,2017-11-14,SamanthaNagaChaitanyaWeddingReceptionheldinHyderabad,ETV Telangana,25,2017-11-12 16:35,ETV|ETVTelugu|andhravaniVideo|Etv11|andhravani|AP|Munrdhadugu|Lakshyam,24276,1,1,1,https://i.ytimg.com/vi/r0wnuv1X1Z0/default.jpg,0,0,0
4f20l8mdBh0,2017-11-14,RamaleelaSuccessTrailerDileepArunGopyMulakkuppadamFilms,Mulakuppadam Films,24,2017-11-11 10:30,Ramaleela|Dileep|teaser|dileep|pulimurugan,132421,3509,89,294,https://i.ytimg.com/vi/4f20l8mdBh0/default.jpg,0,0,0
SDG5U00mS_U,2017-11-14,SnippetsFromTheIBPSPOCLERKSEMINARByADDA247VideoTeam,Adda247 :Official Channel of BankersAdda & SSCAdda,27,2017-11-13 07:58,bankersadda|sscadda|ibps|SSC|adda247|adda|banking|po|rrb|lic|railways|upsc,12790,234,22,46,https://i.ytimg.com/vi/SDG5U00mS_U/default.jpg,0,0,0
Uf_rqW2yTgs,2017-11-14,RanaHavingFunWithSamanthaNagaChaitanyaNagaChaitanyaandSamanthaReception#9RosesMedia,9Roses Media,24,2017-11-12 18:41,#9RosesMedia|rana|samantha|nagarjuna|akhil|amala|venkatesh,75843,55,35,4,https://i.ytimg.com/vi/Uf_rqW2yTgs/default.jpg,0,0,0
_Qh5u5U9h80,2017-11-14,UppumMulakumFlowersEP#473,Flowers Comedy,24,2017-11-11 08:44,uppum|Balanchandran|Neelima|balanchandran|entertainment|marimayam|programme|moosa|funny,482839,3978,248,848,https://i.ytimg.com/vi/_Qh5u5U9h80/default.jpg,0,0,0
u84lPMD6UaE,2017-11-14,SamanthaHilariousComedywithVennalaKishoreandsaiDharamTejNewsMaxTelugu,NewsMax,24,2017-11-10 20:00,,146859,421,52,5,https://i.ytimg.com/vi/u84lPMD6UaE/default.jpg,0,0,0
yqV4godQ7Xk,2017-11-14,ActorRajasekharExclusiveInterviewFranklyWithTNR#83TalkingMoviesWithiDream#554,iDream Telugu Movies,24,2017-11-10 16:11,#Franklywithtnr|#tnr83|#83Tnr|Tnr,277050,2131,113,538,https://i.ytimg.com/vi/yqV4godQ7Xk/default.jpg,0,0,0
PBuCqgA7u5w,2017-11-14,AbhishekBachchanLashesOutAsPaparazziClickAishwaryaRaiBachchanInAWrongLight,Business Of Cinema,24,2017-11-08 11:34,businessofcinema|boc|bollywood,2664065,2351,4169,883,https://i.ytimg.com/vi/PBuCqgA7u5w/default.jpg,0,0,0
xnvlaasnhHg,2017-11-14,VarunTejAndRanaDagubatiMakingFunWithSamanthaIn#ChaySamWeddingReceptionFilmJalsa,Film Jalsa,24,2017-11-12 15:55,Filmjalsa|Nagarjuna|Amala|Akhil,16825,31,12,2,https://i.ytimg.com/vi/xnvlaasnhHg/default.jpg,0,0,0
puBq9Z5TpEw,2017-11-14,TamilCinemaRealSistersTamilCinemaNewsKollywoodNews,SOUTH FDFS,22,2017-11-12 18:23,nayanthara|samantha|tamanna|ajith|vijay|sister|deivamagal|vamsam|valli|priyamanaval|nandhini|mersal|mappillai,36092,106,58,3,https://i.ytimg.com/vi/puBq9Z5TpEw/default.jpg,0,0,0
zWAjEtFkMgY,2017-11-14,WeeklyRasiPhalalu2017November12thNovember18th2017,muluguastro,22,2017-11-11 19:00,,37384,164,32,6,https://i.ytimg.com/vi/zWAjEtFkMgY/default.jpg,0,0,0
Dxg-ELOg-L4,2017-11-14,NayantharaVisitsKasiTheatreForArammPromotion,Cineulagam,24,2017-11-11 10:42,Nayanthara|Nayantara,94383,168,18,23,https://i.ytimg.com/vi/Dxg-ELOg-L4/default.jpg,0,0,0
D1z2sKcSsfY,2017-11-14,AREYOUFRIENDZONEDft.SheTroubleMakerRishhSome,Rishhsome,23,2017-11-11 13:55,rishhsome|vines|rishabh|funny|laugh|delhi|india|friendzone|mumbai|friends|laughter,353789,25657,1949,1226,https://i.ytimg.com/vi/D1z2sKcSsfY/default.jpg,0,0,0
a8hFBXnqo0k,2017-11-14,WatchGreencorridorforambulancecarryingcriticallyillcancerpatient,The Times of India,25,2017-11-10 17:56,news|today|ambulance|cancer|patient|Gurgaon|Gurugra|Haryana|Delhi,50220,15,0,3,https://i.ytimg.com/vi/a8hFBXnqo0k/default.jpg,0,0,0
XVPpvn9vQDU,2017-11-14,AmmuvinteAmmalThepersonwhoseekingforAmmulMazhavilManorama,Mazhavil Manorama,24,2017-11-12 05:30,Mazhavil|Manorama|Serial|Promo,96306,52,75,41,https://i.ytimg.com/vi/XVPpvn9vQDU/default.jpg,0,0,0
uLLYbYpV1z4,2017-11-14,CHILDHOODMEMORIESOFEVERYINDIAN1990sKIDS,The RawKnee Show,23,2017-11-12 14:08,therawknee|rony|therawkneeshow|rawknee|shaktimaan|indian|youtuber|mogli,71786,9067,453,5427,https://i.ytimg.com/vi/uLLYbYpV1z4/default.jpg,0,0,0
HilwZ2E5PX8,2017-11-14,SamanthaNagaChaitanyaWeddingReceptionFullVideo,V9 Media,25,2017-11-13 02:19,samantha|chiranjeevi|venkatesh|rana|nani|brahmanandam,31421,57,12,4,https://i.ytimg.com/vi/HilwZ2E5PX8/default.jpg,0,0,0
Yx6FaFVw9NY,2017-11-14,DailyPromiseandPrayerbyBro.P.SatishKumarfromCalvaryTemple13.11.2017,Calvary Temple Hyderabad,22,2017-11-12 19:00,shalom,15107,1090,6,133,https://i.ytimg.com/vi/Yx6FaFVw9NY/default.jpg,0,0,0
reoTUboruJ0,2017-11-14,NavdeeponDrugsandBiggBossTV9Exclusive,TV9 Entertainment,24,2017-11-13 08:07,,20463,111,20,23,https://i.ytimg.com/vi/reoTUboruJ0/default.jpg,0,0,0
t_vpgs7aDco,2017-11-14,RealFightBetweenHeroRajendraPrasadandVictoryVenkatesh,Tollywood Mirapakai,24,2017-11-13 04:45,tm,19567,171,28,204,https://i.ytimg.com/vi/t_vpgs7aDco/default.jpg,0,0,0
82Xuew50Dh4,2017-11-14,ShaadiMeinZaroorAanaStarCastRajkummar&KritiOnYaarMeraSuperstarFullEpisode,zoom,24,2017-11-11 14:00,newton|Zoom|ZoomDekho|Gossips,55908,452,18,30,https://i.ytimg.com/vi/82Xuew50Dh4/default.jpg,0,0,0
t7I8EBOTx8Y,2017-11-14,KannilKannonnusongfromChemparathippooVineethSreenivasanHarithaBalakrishnan,Manorama Music Songs,10,2017-11-13 11:30,Dharmajan|Chembarathippoo,37786,1102,28,54,https://i.ytimg.com/vi/t7I8EBOTx8Y/default.jpg,0,0,0
v3nuxG2Q6Ew,2017-11-14,SanjayLeelaBhansaliSpeaksPadmavatiRanveerSinghDeepikaPadukoneShahidKapoor,Viacom18 Motion Pictures,24,2017-11-08 15:06,Viacom18|Viacom|Padmavati,662980,18875,2323,3995,https://i.ytimg.com/vi/v3nuxG2Q6Ew/default.jpg,0,0,0
ziOwvxFoLw0,2017-11-14,CLOSEENCOUNTERWITHMAJORRAVI_ReporterLive,REPORTER LIVE,25,2017-11-11 14:26,CPIM|kpcc,92089,895,137,533,https://i.ytimg.com/vi/ziOwvxFoLw0/default.jpg,0,0,0
CgbZnZrE9OM,2017-11-14,BaatKaBatangad,Irahul Vohra,23,2017-11-11 13:15,Truth|Love|Reality|Romance|Comedy|Fight,70810,3768,191,257,https://i.ytimg.com/vi/CgbZnZrE9OM/default.jpg,0,0,0
F9Fd3AUaOC4,2017-11-14,FunnySalesmenEverywhereHyderabadiComedyWarangalDiaries,Warangal Diaries,23,2017-11-12 07:51,latest|funny|comedy|Balajimovies|shalimar|vines|salesmen,68808,4664,99,760,https://i.ytimg.com/vi/F9Fd3AUaOC4/default.jpg,0,0,0
s6pM3FlBcAw,2017-11-14,8BollywoodActresseswhobecomeearlyagemomsbeforeTurning30,TOP 10 STAR,27,2017-11-12 04:34,TOP10STAR|Bollywood|Actresses|Kajol|mother,103975,162,54,12,https://i.ytimg.com/vi/s6pM3FlBcAw/default.jpg,0,0,0
-7dTzc8kTOY,2017-11-14,FEEELINGSABOUTTHEIPHONEX,CaseyNeistat,22,2017-11-10 16:43,,2820328,96617,6336,12063,https://i.ytimg.com/vi/-7dTzc8kTOY/default.jpg,0,0,0
kwGrQZUXBus,2017-11-14,IppadaiVellumMovieReviewDumbestReviewUdhayanidhiStalinSmileSettai,Smile Settai,23,2017-11-11 16:10,,81117,1237,90,80,https://i.ytimg.com/vi/kwGrQZUXBus/default.jpg,0,0,0
pBmmYgmN2IM,2017-11-14,FlipkartBillionCaptureUnboxing&FirstLookMadeForIndiaXiaomiKillerisHere,Sharmaji Technical,28,2017-11-10 10:15,,308383,20361,851,13553,https://i.ytimg.com/vi/pBmmYgmN2IM/default.jpg,0,0,0
Sdar8GHtD0k,2017-11-14,ThatromThookrom#DemonetizationAnthemSTRKabilanVairamuthuBalamuraliBaluTrendMusic,Trend Music,10,2017-11-08 17:08,#DemonetizationAnthem,1205088,65244,1435,2729,https://i.ytimg.com/vi/Sdar8GHtD0k/default.jpg,0,0,0
1r4NI9_rC8A,2017-11-14,Aramanapologyandreviewbyprashanth,tamilcinemareview,1,2017-11-10 18:05,,194888,4711,263,416,https://i.ytimg.com/vi/1r4NI9_rC8A/default.jpg,0,0,0
ntBIQF7TOW4,2017-11-14,RavneetSinghJattanWaleGaane,Kumar Films,10,2017-11-10 05:49,jattan|gaane|ravneet|singh|jatt|songs,204389,2687,145,101,https://i.ytimg.com/vi/ntBIQF7TOW4/default.jpg,0,0,0
2nTvmoZNr9E,2017-11-14,KundaliBhagyaFullEpisode10thNovember2017Updates,Entertainment Era,24,2017-11-10 17:32,,177563,292,40,20,https://i.ytimg.com/vi/2nTvmoZNr9E/default.jpg,0,0,0
LwVz-MSPCcA,2017-11-14,Nonstop100RahulGandhiandAmitShahtoComeFacetoFaceinBanaskanthaToday,Aaj Tak,25,2017-11-12 05:44,aajtak|bjp|congress|gujarat|modi|news|elections|politics|india,60541,249,65,10,https://i.ytimg.com/vi/LwVz-MSPCcA/default.jpg,0,0,0
pzRaJ63e-fg,2017-11-14,CommonManQuestionsModiBadhilKelvigalPutChutney,Put Chutney,24,2017-11-11 11:30,Put|Chutney|South|India|Demonetization|Namo|congress|kavita,68992,2769,209,585,https://i.ytimg.com/vi/pzRaJ63e-fg/default.jpg,0,0,0
9qMbaOzubCc,2017-11-14,RSSworkerhackedtodeathinThrissurhartalinThrissur,asianetnews,25,2017-11-12 14:44,asianet,66231,203,42,23,https://i.ytimg.com/vi/9qMbaOzubCc/default.jpg,0,0,0
4TStX6b0uJ0,2017-11-14,AnnaMalayalamShortFilmwithEnglishSubtitlesEldhoseLomyOfficial,Malayalam Muzik247,10,2017-11-12 04:00,Anna,42923,908,126,92,https://i.ytimg.com/vi/4TStX6b0uJ0/default.jpg,0,0,0
3JZDGo55roI,2017-11-14,EveryArrangedMarriageEverft.RajkummarRao&KritiKharbandaShaadiMeinZaroorAana,Arre,24,2017-11-09 06:39,arre,1385906,31396,1008,1073,https://i.ytimg.com/vi/3JZDGo55roI/default.jpg,0,0,0
OZU2E50G4KI,2017-11-14,ANUGRAHTV12112017SundayHolyCommunionMeetingLiveStream,Ankur Narula Ministries,29,2017-11-12 12:07,,17726,887,21,96,https://i.ytimg.com/vi/OZU2E50G4KI/default.jpg,0,0,0
LWkkT7y0sa4,2017-11-15,WWERAW13thNovember2017braunstrowmanvsKane,Akashi Tv,24,2017-11-14 04:25,,881751,4833,784,416,https://i.ytimg.com/vi/LWkkT7y0sa4/default.jpg,0,0,0
aumXGJnd_hU,2017-11-15,AIBLightningFastMovies,All India Bakchod,23,2017-11-14 05:00,AIB|AllIndiaBakchod|Comedy|Sketch|Funny|Bollywood|Dangal|Race|Dhoom,567803,43269,4038,2872,https://i.ytimg.com/vi/aumXGJnd_hU/default.jpg,0,0,0
kJzGH0PVQHQ,2017-11-15,whySamanthabecameEMOTIONALSamanthanagachaithanyamarriageReceptionFilmylooks,Filmylooks,24,2017-11-13 01:14,Filmylooks,857223,996,860,158,https://i.ytimg.com/vi/kJzGH0PVQHQ/default.jpg,0,0,0
KObFEYCaRx8,2017-11-15,ChiranjeeviinNagaChaitanyaSamanthaReceptionChaitanyaSamanthaAkkineniNagVenkatesh,Top Telugu Media,24,2017-11-13 04:42,Nag|Venkatesh|Samantha|Nagarjuna|#ChaiSam|reception,343346,1283,208,62,https://i.ytimg.com/vi/KObFEYCaRx8/default.jpg,0,0,0
j5Wc2tk1E_c,2017-11-15,KonchemTouchLoUnteCheptaSeason3KarthiRakulPreethSinghPromoPradeepMachiraju,Pradeep Machiraju,22,2017-11-14 15:45,,325990,3646,60,219,https://i.ytimg.com/vi/j5Wc2tk1E_c/default.jpg,0,0,0
10L1hZ9qa58,2017-11-15,StylishStarAlluArjunChaySamWeddingReceptionTFPC,TFPC,24,2017-11-12 15:48,nagachaitanya|samantha|chaysam|nagarjuna|tfpc,680789,2701,346,233,https://i.ytimg.com/vi/10L1hZ9qa58/default.jpg,0,0,0
P-pycrmifwU,2017-11-15,NaturalStarNaniREALBehaviourWillSHOCKYouNagaChaitanyaSamanthaReceptionVideoNewsQube,NewsQube,24,2017-11-13 06:57,NewsQube|Nani,988211,3079,898,253,https://i.ytimg.com/vi/P-pycrmifwU/default.jpg,0,0,0
7MxiQ4v0EnE,2017-11-15,DaangFullVideoMankirtAulakhMixSinghDeepKahlonSukhSangheraLatestPunjabiSong2017,Speed Records,10,2017-11-11 16:41,punjabi|bhangra|punjab|desi|daang,7003332,145592,8358,9040,https://i.ytimg.com/vi/7MxiQ4v0EnE/default.jpg,0,0,0
Ulz2Pg-aLkY,2017-11-15,AheadofGujaratElections2017HardikPatelsallegedCDgoesviral,ABP NEWS,22,2017-11-13 11:22,BJP|Congress,661348,1160,964,679,https://i.ytimg.com/vi/Ulz2Pg-aLkY/default.jpg,0,0,0
nLFX8rBUNdk,2017-11-15,FlipkartBillionCaptureUnboxingandFirstLookMyOpinions,Technical Guruji,28,2017-11-14 08:15,review|Technicalguruji,719257,77250,1749,73422,https://i.ytimg.com/vi/nLFX8rBUNdk/default.jpg,0,0,0
AlrbKKGIcjI,2017-11-15,DeivamagalEpisode1388141117,VikatanTV,43,2017-11-14 15:00,deivamagal|VikatanTV|devamagal|deviamagal|deivamahal|devaimagal|divamagal,591632,3231,1327,1030,https://i.ytimg.com/vi/AlrbKKGIcjI/default.jpg,0,0,0
mrWLYHVmUhA,2017-11-15,HardikPatelWithGirlInRoomVideoViral,ABP Asmita,22,2017-11-13 09:36,,692610,898,1249,540,https://i.ytimg.com/vi/mrWLYHVmUhA/default.jpg,0,0,0
4du1KXBl4YU,2017-11-15,MehjabiRevealsHinaKhanDirtyPoliticsExclusiveInterviewBiggBoss11,TellyMasala,24,2017-11-12 17:30,Tellymasala|Mehjabi|siddiqui,910846,5561,2953,3540,https://i.ytimg.com/vi/4du1KXBl4YU/default.jpg,0,0,0
EJVvdjDGnak,2017-11-15,NagarjunaFunnyCommentsonSamanthaDressNagaChaitanySamanthaAkkineniWeddingReception2017,Top Telugu TV,24,2017-11-13 07:26,samantha|dress|nagarjuna|funny|#chaisam,566770,627,311,63,https://i.ytimg.com/vi/EJVvdjDGnak/default.jpg,0,0,0
9e-90Sz_iN0,2017-11-15,UppumMulakumFlowersEP#474,Flowers Comedy,24,2017-11-14 11:46,uppum|Balanchandran|Neelima|balanchandran|entertainment|marimayam|programme|moosa|funny,297211,2327,201,342,https://i.ytimg.com/vi/9e-90Sz_iN0/default.jpg,0,0,0
CLl1RbxDRAs,2017-11-15,MeriSettingKarwadoPrankBakchodikiHaddTSTcommentTrolling,TroubleSeekerTeam,23,2017-11-12 13:16,love|friendship|dost|relationship|pranks|funny|TroubleSeekerTeam|comedy,300913,16504,719,1302,https://i.ytimg.com/vi/CLl1RbxDRAs/default.jpg,0,0,0
bHX-8h6OKi8,2017-11-15,ZameerAarshBenipalHarsimranTeaserReleasing19November,T-Series Apna Punjab,10,2017-11-14 08:49,zameer|harsimran,160856,2983,134,114,https://i.ytimg.com/vi/bHX-8h6OKi8/default.jpg,0,0,0
ZIHhuwvT7R0,2017-11-15,AsliFighterOkkaAmmayiThappa2017NEWFullHindiDubbedMovieSundeepKishanNithyaMenen,RKD Digital,24,2017-11-11 19:24,,3031998,17437,1693,1170,https://i.ytimg.com/vi/ZIHhuwvT7R0/default.jpg,0,0,0
q0-SCcsuSSs,2017-11-15,AkkineniNagarjunaResponseOnAnnapurnaStudiosFireMishapiNews,I News,25,2017-11-13 15:30,,84171,0,0,21,https://i.ytimg.com/vi/q0-SCcsuSSs/default.jpg,0,1,0
1ZAPwfrtAFY,2017-11-15,TheTrumpPresidencyLastWeekTonightwithJohnOliverHBO,LastWeekTonight,24,2017-11-13 07:30,,4632016,131784,9892,18284,https://i.ytimg.com/vi/1ZAPwfrtAFY/default.jpg,0,0,0
YbWw3kVdsPs,2017-11-15,D4JuniorVsSeniorIEP84AppaniSarathwithJimikkiKammal..IMazhavilManorama,Mazhavil Manorama,24,2017-11-14 05:00,Mazhavil|Manorama,184479,657,169,210,https://i.ytimg.com/vi/YbWw3kVdsPs/default.jpg,0,0,0
ysik6z44B1E,2017-11-15,StephanieMcMahonquestionsKurtAnglesleadershipRawNov.132017,WWE,17,2017-11-14 02:34,wwe|wrestling|wrestler|wrestle|superstars|Raw,1574756,32539,843,3096,https://i.ytimg.com/vi/ysik6z44B1E/default.jpg,0,0,0
gUlzhZ1ETXg,2017-11-15,FilterCopyStuffGirlsWithShortHairAreTiredOfHearing,FilterCopy,23,2017-11-14 10:09,hair|hairstyle|styling|fashion|style|girls|women|meme|funny|haha|filtercopy|webseries|comedy|scoopwhoop|RVCJ|buzzfeed|timeliners|girliyapa|netflix|BYN|vines|screenpatti|bakchod|SIT,298473,11836,219,610,https://i.ytimg.com/vi/gUlzhZ1ETXg/default.jpg,0,0,0
7U1LJYwTzQM,2017-11-15,BithiriSathiLeavesHyderabadSatireOnIvankaTrumpsSecurityTeenmaarNews,V6 News Telugu,25,2017-11-14 16:27,,217750,1652,139,144,https://i.ytimg.com/vi/7U1LJYwTzQM/default.jpg,0,0,0
Dp1Vb81ifb0,2017-11-15,14November2017TheHinduEditorialNewsPaperAnalysisUPSCSSCIBPSCurrentaffairs,Study IQ education,27,2017-11-14 03:26,november|current|affairs|studyiq|study|iq|best|gk|general|knowledge|static|upsc|ssc|cgl|chsl|lic|ldc|mts|ibps|po|clerk|sbi|up|pcs|psc|mp|andhra|telangana|2017|2018|2019|2020|clat|bba|exam|exams|top|read|for|to|on|at|from|hindi|english|issue|debate|discussion|uppsc|uppcs|mppsc|cgpsc|tpsc|tspsc|appsc|mpsc|ras|rpsc|reet|jssc|steno|the,55663,2869,36,641,https://i.ytimg.com/vi/Dp1Vb81ifb0/default.jpg,0,0,0
TQypXve0Ork,2017-11-15,SaravananMeenatchi13thto17thNovember2017Promo,Vijay Television,24,2017-11-13 06:53,SM|Soap|Teacher|love|romance|marriage|vows|Vijay|Fiction|Serial|Thamizh|Soundharya|Rajasekar|Sharadha|Kuyili|Sudha|Ramya|Maggi|promo|rakshitha|kavin|RIO|VJ,259440,1324,218,135,https://i.ytimg.com/vi/TQypXve0Ork/default.jpg,0,0,0
